Ontario corporation number,"Incorporation date (year, month, day)",Co-operative name,Cooperative type,Suite number,Street number,Street name,P.O. box / RR# / other,City / town,Provincial code,Country code,Postal code
1613526,20081007,"331 Bartlett Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,205,331,Bartlett Street North,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6H 3G8 
1613527,20081021,Northern Lights Regional Foods Co-Operative Corporation,Marketing Co-operatives,"<abbr title=""not available"">N/A</abbr>",467,Ferguson Avenue,"<abbr title=""not available"">N/A</abbr>",Haileybury,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0J 1K0 
1613529,20081219,"London Affordable Ownership Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Development Co-operatives,"<abbr title=""not available"">N/A</abbr>",24,Queen�s Square,Unit 108,Cambridge,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1S 1H6 
1613530,20090213,"Beerdragon Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",116,Oxford Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5T 1P3 
1613531,20090313,Rising Star Co-Operative Homes Incorporated,Housing Co-operatives,206A,20,Jackson Street West,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8P 1L2 
1613533,20090512,Hometown Grocers Co-Operative Limited,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",165,Geddes Street,"<abbr title=""Post Office"">P.O.</abbr> Box 1035",Elora,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0B 1S0 
1613534,20090512,"Highland Meat Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Marketing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1406,Hunter Creek Road,"<abbr title=""Regional Road"">R.R.</abbr> #3",Minden,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0M 2K0 
1613536,20090602,"Loft Market Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,401,31-130,Cedar Street,"<abbr title=""not available"">N/A</abbr>",Cambridge,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1S 5A5 
1613537,20090616,"Sonando Sofia Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",610,Somerset Street West,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1R 5K4 
1613538,20090625,"West End Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1229,"Queen <abbr title=""Street"">St</abbr> West","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6K 1L2 
1613540,20090827,Humber Co-Operative Development Corporation,Housing Development Co-operatives,310,468,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613541,20090827,New Foundations Development Co-Operative Corporation,Housing Development Co-operatives,102,468,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613542,20090827,Stanley Field Co-Operative Development Corporation,Housing Development Co-operatives,310,468,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613543,20090909,"Green Timiskaming Development Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",59,Whitewood,"<abbr title=""not available"">N/A</abbr>",Temiskaming,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0J 1H0 
1613544,20090921,"Autonomous Spaces Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,1,75,"Queen <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7K 1A5 
1613545,20091113,"Leslieville Artists� Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",210,Ashdale Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4L 2Y9 
1613547,20091118,"True North Community Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",333,Ambrose Street,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7B 1M1 
1613548,20091118,"Aashiana Day Care Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",52,Mansbridge Crescent,"<abbr title=""not available"">N/A</abbr>",Ajax,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L1Z 0A8 
1613549,20091120,"Retro-Eco Construction Co-Operative <abbr title=""Incorporated"">Inc.</abbr</ Cooperative De Construction Retro-Eco <abbr title=""Incorpor�e"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",23,O�Meara Street,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1Y 2S8 
1613550,20091118,Cooperative Enseignants Pas A�Pas Incorporee,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",262,Chemin Montreal,Unite 79106,Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1L 6C0 
1613551,20091118,"Disabled/Flex Co-Operative Services <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",57,Corman Place,"<abbr title=""not available"">N/A</abbr>",Stoney Creek,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8G 4W8 
1613552,20091209,Freedom Clothing Collective Co-Operative Incorporated,Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",939,Bloor Street West,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6H 1I5 
1613554,20091209,"Waterloo Farmers� And Crafters� Market Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",47,Noecker Street,"<abbr title=""not available"">N/A</abbr>",Waterloo,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2J 2R5 
1613556,20100210,Anna Lane Co-Operative Development Corporation,Housing Development Co-operatives,102,468,Queen Street East,"<abbr title=""Post Office"">P.O.</abbr> Box 13",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613558,20100223,"Funeral Co-Operative Of Ottawa <abbr title=""Incorporated"">Inc.</abbr</ La Cooperative Funeraire D�Ottawa <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",419,Saint - Laurent Boulevard,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1K 2Z8 
1613559,20100226,"Allsorts Gallery Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",244,Otaawa Street North,"<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8H 3Z7 
1613561,20100312,"The Dare. Dream. Do Academy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Childcare Co-operatives,"<abbr title=""not available"">N/A</abbr>",12,Concorde Drive,"<abbr title=""not available"">N/A</abbr>",Brampton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6P 1V6 
1613562,20100324,"Agris Solar Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",835,Park Avenue West,"<abbr title=""not available"">N/A</abbr>",Chatham,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N7M 5J6 
1613563,20100324,"Eastern Ontario Local Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Farming and Supply Co-operatives,"<abbr title=""not available"">N/A</abbr>",19047,Beaverbrook,"<abbr title=""Post Office"">P.O.</abbr> Box 164",Martinton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0C 1S0 
1613565,20100415,Db Farms Co-Operative Ltd,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1613,Devine Road,"<abbr title=""not available"">N/A</abbr>",Vars,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0A 3H0 
1613566,20100420,"Cameron Street Co-Operative <abbr title=""Corporation"">Corp.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",1,Cameron Street West,"<abbr title=""not available"">N/A</abbr>",Cannington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0E 1E0 
1613568,20100608,"Four Feathers Housing Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",205,Commissioners Road West,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6J 1X9 
1613569,20100623,"Ethical Coffee Chain Trade Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",43,Peel Street,"<abbr title=""not available"">N/A</abbr>",Brantford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N3S 5L7 
1613570,20100630,"Aron Theatre Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",54,"Bridge <abbr title=""Street"">St</abbr> East","<abbr title=""not available"">N/A</abbr>",Campbellford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0L 1L0 
1613572,20100720,"Share The Sun Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",247,Donalda Street,"<abbr title=""not available"">N/A</abbr>",Midland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4R 2N4 
1613573,20100901,"Bondstone Association Of Family And Friends Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>","<abbr title=""not available"">N/A</abbr>",Regional Road 1,"<abbr title=""not available"">N/A</abbr>",Feversham,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0C 1C0 
1613574,20100903,"Ottawa Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",15738,Eccles,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1R 6S3
1613575,20100903,"Kingston Bouldering Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",12,Cataraqui Street,"<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7L 1Z7 
1613578,20101215,Grand Willow Co-Operative Development Corporation,Housing Development Co-operatives,310,468,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613580,20110118,"Bike Share Algoma Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",519,Albert Street East,"<abbr title=""not available"">N/A</abbr>","Sault <abbr title=""Sainte"">Ste.</abbr> Marie","<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P6A 2K3 
1613581,20110113,"The Artel, Arts Accommodation And Venue Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",205,"Sydenham <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7K 3M3 
1613582,20110207,"Team Werks Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",580,North Algoma Street,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7A 8C5
1613583,20110215,"Guelph Technology And Design Cluster Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Marketing Co-operatives,306,147,"Wyndham <abbr title=""Street"">St</abbr> North","<abbr title=""not available"">N/A</abbr>",Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1H 4E9 
1613585,20110322,"Napa Valley Crush Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",5,Eden Vale Drive,"<abbr title=""not available"">N/A</abbr>",King City,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7B 1L8 
1613586,20110412,"Community Of Fenelon East Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Housing Development Co-operatives,"<abbr title=""not available"">N/A</abbr>",211,Francis Street East,"<abbr title=""not available"">N/A</abbr>",Fenelon Falls,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0M 1N0 
1613587,20110428,Pen Farm Herd Co-Operative Limited,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",51,Bader Lane,"<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7L 3N6 
1613588,20110426,"Zooshare Biogas Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",42,Heintzman Street,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6P 2J6 
1613589,20110426,Hall�s Pond Co-Operative Development Corporation,Housing Development Co-operatives,310,468,"Queen <abbr title=""Street"">St</abbr> East","<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1613591,20110502,"Residence Cooperative Du Centre Multiservice Francophone De L�Ouest D�Ottawa <abbr title=""Incorporated"">Inc.</abbr>",Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",373,Poulin Avenue,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2B 5V1 
1613593,20110503,"Sexsmith Farm Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Wholesale Supply Co-operatives,"<abbr title=""not available"">N/A</abbr>",2778,Dominion Road,"<abbr title=""not available"">N/A</abbr>",Ridgeway,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0S 1N0 
1613596,20110517,"Fenestra Purchasing Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,208,140,"Fullarton <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6A 5B5
1613598,20110530,"Cooperative Sofifran <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",706,Rue East Main,"<abbr title=""not available"">N/A</abbr>",Welland,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3B 3Y4 
1851801,20110615,"Guelph Solar Community Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,310,468,"Queen <abbr title=""Street"">St</abbr> East","<abbr title=""Post Office"">P.O.</abbr> Box 28",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1851803,20110615,"Hope Artisan Dairy Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Farming and Supply Co-operatives,"<abbr title=""not available"">N/A</abbr>",52209,Glencolin Line,"<abbr title=""not available"">N/A</abbr>",Aylmer,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5H 2R3 
1851805,20110704,Birchmount Co-Operative Development Corporation,Housing Development Co-operatives,310,468,Queen Street East,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5A 1T7 
1851808,20110704,"Lake Of Bays Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",2630,Moskoka Road 117,"<abbr title=""Post Office"">P.O.</abbr> Box 10",Baysville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0B 1A0 
1851809,20111216,"Community Power Capital Co-Operative, <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,240,401,Richmond Street West,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5V 3A8 
1851812,20110802,Clinproxy Research Services Co-Operative Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1415,Limberlost Road,"<abbr title=""not available"">N/A</abbr>",Lake Of Bays,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P1H 2J6 
1851813,20110826,"Ieps (Internationally Educated Professionals) Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,200,381,Kent Street,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2P 2A8 
1851814,20110912,Clinical Research Recruiters Co-Operative Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1131,Millar Hill Road,"<abbr title=""not available"">N/A</abbr>",Lake Of Bays,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P1H 2J6 
1851815,20110907,Limdato Clinical Services Co-Operative Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1415,Limberlost Road,"<abbr title=""not available"">N/A</abbr>",Lake Of Bays,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P1H 2J6 
1851816,20110907,Canadian Biotech Specialists Co-Operative Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1415,Limberlost Road,"<abbr title=""not available"">N/A</abbr>",Lake Of Bays,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P1H 2J6 
1851817,20110907,Esploron Biomedical Research Co-Operative Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1415,Limberlost Road,"<abbr title=""not available"">N/A</abbr>",Lake Of Bays,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P1H 2J6 
1851818,20110907,Green Campus Co-Operative Corporation,Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",4700,Keele Street,"Sross <abbr title=""Boulevard"">Blvd</abbr>, York University",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M3J 1P3 
1851819,20110901,"West Bruce Feeder Finance Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Financing Co-operatives,"<abbr title=""not available"">N/A</abbr>",1110,Concession 9,"<abbr title=""not available"">N/A</abbr>",Kincardine,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2Z 2X6
1851821,20111031,Innovative Safety Experts Co-Operative Incorporated,Service Co-operatives,301,775,Steeles Avenue West,"<abbr title=""not available"">N/A</abbr>",North York,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M2R 2S8 
1851822,20111102,"Toronto Sustainable Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",16,Bancroft Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M5S 1C1 
1851823,20111107,Cooperative De Couture Celine Mode Incorporee,Worker Co-operatives,19,2159,Elmira Drive,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K2C 1H3 
1851824,20111124,"Cooperative Calebasse Communautaire <abbr title=""Incorporated"">Inc.</abbr>- Calabash Community Co-Operative <abbr title=""Incorpor�e"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1168,Drouillard,"<abbr title=""not available"">N/A</abbr>",Windsor,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N8Y 2R1 
1851825,20111124,"Cooperative Agricole De Windsor <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",225,Rue Wyandotte Ouest,"<abbr title=""not available"">N/A</abbr>",Windsor,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N9A 5X1 
1851828,20111222,"Residence Cooperative De La Baie Du Tonnerre <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",292,Rue Court Sud,"<abbr title=""not available"">N/A</abbr>",Thunder Bay,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P7B 6C6 
1851829,20111228,"Whitchurch-Stouffville Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",9,Church Street,"<abbr title=""not available"">N/A</abbr>",Stouffville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4A 1G5 
1851830,20120127,"Community Building Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",246,"Victoria <abbr title=""Street"">St</abbr>","<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7L 3Y8 
1851831,20120131,"London Skateboard Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",614-B,Dundas Street,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5W 2Y8 
1851833,20120131,"Lunik Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",2275,Bayview Ave,081 Glendon Hall Basement,Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4N 3M6 
1851834,20120320,"Social Economy Interest Co-Operative (Seic) <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",5,Richardson Street,"<abbr title=""not available"">N/A</abbr>",Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1E 3C9 
1851835,20120214,Manifest Community Co-Operative Not For Profit Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",153,St Helens Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6H 4A2 
1851836,20120229,Canopy Cohousing Co-Operative Corporation,Housing Co-operatives,"<abbr title=""not available"">N/A</abbr>",635,Ossington Avenue,1<sup>st</sup> Floor,Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6G 3T1 
1851837,20120402,"California Reserve Wine Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Consumer Co-operatives,703,5500,North Service Road,"<abbr title=""not available"">N/A</abbr>",Burlington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7L 6W6 
1851839,20120426,"Beach Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",18,Willamere Drive,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M1M 1W4 
1851840,20120508,"Village Co-Operative: Sustainable Local Food From Kingston And Countryside <abbr title=""Limited"">Ltd.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",692,"King <abbr title=""Street"">St</abbr> West","<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7M 2E8 
1851841,20120605,La Cooperative Du Parc A Maisons Mobile Cecile Ltee,Housing Development Co-operatives,"<abbr title=""not available"">N/A</abbr>",24,Luc,"<abbr title=""not available"">N/A</abbr>",Hearst,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0L 1N0 
1851842,20120810,"Cooperative Tandem <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",330,"Rue <abbr title=""Saint"">St.</abbr> Philippe","<abbr title=""not available"">N/A</abbr>",Alfred,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0B 1A0 
1851843,20120625,"Solar City Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",198,Lancaster Street East,"<abbr title=""not available"">N/A</abbr>",Kitchener,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2H 1N4 
1851845,20120717,"Ontario Biomass Producers Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",206,Toronto Street South,"<abbr title=""not available"">N/A</abbr>",Markdale,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0C 1H0 
1851846,20120723,"Canadian International Vacation Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Consumer Co-operatives,400,3601,Highway 7 East,"<abbr title=""not available"">N/A</abbr>",Markham,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L3R 0M3 
